"account_id","english_name","dealer_code","year","month","monthly_value","yearly_value"
"6011DZ","Pts. Sls. per Customer RO (Inc. Tires)","80475",2024,1,"175.49","175.49"
"6031DZ","Occupancy as a % of Company GP","80475",2024,1,"106.33","106.33"
"6080DZ","Used to New Retail Ratio","80475",2024,1,"1","1"
"6112DZ","% of Labour Sales CP","80475",2024,1,"41.07","41.07"
"6161DZ","Total Bays Available","80475",2024,1,"0","0"
"2260D","Taxes Payable - Other","80475",2024,1,"-221514","-221514"
"2210D","Payroll Payable","80475",2024,1,"-9363","-9363"
"2230D","Taxes Payable - Payroll","80475",2024,1,"-34663","-34663"
"1280CD","Warranty Rec. / P.D.I. - Mitsubishi","80475",2024,1,"-431","-431"
"1280DD","Warranty Rec. / P.D.I. - Mitsubishi","80475",2024,1,"-1416","-1416"
"18000D","DEPARTMENTAL OPERATING PROFIT (LINE 2 MINUS 64)
","80475",2024,1,"-6410","-6410"
"6046DZ","Profit or Loss (Before Income Tax)","80475",2024,1,"0","0"
"6089DZ","Used Retail to Wholesale Ratio ","80475",2024,1,"0","0"
"6154DZ","Avail. Work Bay Hrs. / Bay","80475",2024,1,"0","0"
"6016DZ","Pts. Months Supply (Guide 1.5 mos)","80475",2024,1,"12.05","12.05"
"6100DZ","Overhead Absorption %","80475",2024,1,"32.91","32.91"
"6115DZ","% of Labour Sales CPO Warranty","80475",2024,1,"0","0"
"6108DZ","Bay Utilization %","80475",2024,1,"0","0"
"6088DZ","Used to New Retail Ratio","80475",2024,1,"1","1"
"6008DZ","Tire Inventory Over 12 Mo's ($)","80475",2024,1,"0","0"
"6111DZ",NULL,"80475",2024,1,"0","0"
"6118DZ","Overhead Absorption %","80475",2024,1,"32.91","32.91"
"6128DZ","Efficiency (Guide 110 - 125%)","80475",2024,1,"69.6","69.6"
"6033DZ","NV Vehicle Equity or (Conversion) ","80475",2024,1,"0","0"
"6027DZ","Net Working Capital Actual","80475",2024,1,"822308","822308"
"6110DZ","Efficiency (Guide 110 - 125%)","80475",2024,1,"69.6","69.6"
"2570D","NET PROFIT / LOSS BEFORE INCOME TAXES  (LINES 67  LESS 68)","80475",2024,1,"13428","13428"
"40000U","TOTAL MITSUBISHI CARS RETAIL (LINES 2  THRU 4)","80475",2024,1,"2","2"
"46000U","TOTAL BODY SHOP DEPT. (LINES 30 THRU 35)","80475",2024,1,"0","0"
"6137DZ","Hours Sold per Technician","80475",2024,1,"0","0"
"6138DZ","CP Labour Sales per Technician","80475",2024,1,"0","0"
"6139DZ","CP Labour Sales per RO","80475",2024,1,"0","0"
"6141DZ","Hours per CP RO","80475",2024,1,"0","0"
"6142DZ","CP Effective Rate","80475",2024,1,"0","0"
"6143DZ","CP Effective Rate as a % of Posted Rate","80475",2024,1,"0","0"
"6148DZ","% of Labour Sales CP","80475",2024,1,"0","0"
"6152DZ","% of Labour Sales Internal","80475",2024,1,"0","0"
"6020DZ","Warranty Pts. : Warranty Labour Sales","80475",2024,1,"0","0"
"6021DZ","Sales $'s per Retail Counter Invoice","80475",2024,1,"0","0"
"6140DZ","CP RO Count","80475",2024,1,"0","0"
"6144DZ","Bay Utilization %","80475",2024,1,"0","0"
"6018DZ","Pts. Sls. per Customer RO (Inc. Tires)","80475",2024,1,"0","0"
"6017DZ","Gross Stock Turn","80475",2024,1,"0","0"
"4400G","Less: Charge Backs - New","80475",2024,1,"0","0"
"4750G","Less: Charge Backs - Used","80475",2024,1,"0","0"
"4531G","Adjustments - Used Vehicles Inventory","80475",2024,1,"0","0"
"6110G","Adjustment Cost of Labour Sales - Mechanical","80475",2024,1,"0","0"
"3060U","TOTAL MITSUBISHI FLEET","80475",2024,1,"0","0"
"41000U","TOTAL MITSUBISHI SUV RETAIL (LINES 6 THRU 15)","80475",2024,1,"17","17"
"42000U","TOTAL MIT. NEW (LINES 18  THRU 20)","80475",2024,1,"19","19"
"3015U","Outlander","80475",2024,1,"7","7"
"3026U","Outlander PHEV","80475",2024,1,"4","4"
"3028U","Eclipse Cross","80475",2024,1,"4","4"
"50011SD","Hours Sold","80475",2024,1,"490","490"
"8724D","Fixed Oper. Advertising Co-Op Credit ","80475",2024,1,"0","0"
"1770D","Bldgs. & Improv.","80475",2024,1,"31282","31282"
"11790D","Equip. M/S","80475",2024,1,"57260","57260"
"1430D","New Vehicles - Other Makes ","80475",2024,1,"0","0"
"1285D","Warranty Receivables - Other","80475",2024,1,"0","0"
"2560D","Drawings","80475",2024,1,"0","0"
"1430CU","(
Cars
 )","80475",2024,1,"0","0"
"50212SD","Tire Inventory Over 12 Mo's (%)","80475",2024,1,"0","0"
"6090DZ","Avg. Cost UV Mit. CPO Retailed","80475",2024,1,"0","0"
"6013DZ","Warranty Pts. : Warranty Labour Sales","80475",2024,1,"1.89","1.89"
"6015DZ","Sales $'s per Wholesale Invoice","80475",2024,1,"469.64","469.64"
"6085DZ","UV Units Sold Per NV & UV Sales Rep.","80475",2024,1,"2.71","2.71"
"6014DZ","Sales $'s per Retail Counter Invoice","80475",2024,1,"158.07","158.07"
"6067DZ","Advertising PNVR (Dealer Retail Sales)","80475",2024,1,"-92.11","-92.11"
"6101DZ","Hours Sold per Technician","80475",2024,1,"245","245"
"50009SD","Hours Available","80475",2024,1,"704","704"
"50109SD","Hours Available ","80475",2024,1,"0","0"
"2300D","Other Expenses Payable","80475",2024,1,"-15300","-15300"
"11770D","Buildings & 
Improvements","80475",2024,1,"26086","26086"
"391AU","JAN.","80475",2024,1,"19","19"
"1830D","Furnitures & Fixtures","80475",2024,1,"136532","136532"
"23112312D","Reserve for Repossession Losses & Service Contract Losses","80475",2024,1,"0","0"
"1490D","Certified Program Vehicles - Mitsubishi","80475",2024,1,"0","0"
"2000D","Accounts Payable - Trade Creditors","80475",2024,1,"173437","173437"
"2100D","New Vehicles - Mitsubishi","80475",2024,1,"3567694","3567694"
"2112D","Certified Pre-Owned Vehicles - Mitsubishi","80475",2024,1,"0","0"
"2241D","Provincial Sales Tax","80475",2024,1,"0","0"
"1220D","Receivable - Floor Plan Credits","80475",2024,1,"0","0"
"1400D","New Car - Mitsubishi","80475",2024,1,"21798","21798"
"1900D","Life Insurance - Cash Value","80475",2024,1,"0","0"
"1495D","Used Vehicles - Other Makes ","80475",2024,1,"639378","639378"
"2490D","Shareholder's Loans","80475",2024,1,"3584","3584"
"1520D","Gas, Oil, & Grease","80475",2024,1,"8945","8945"
"1530D","Body Shop Materials","80475",2024,1,"0","0"
"3099U","DISCONTINUED MODELS","80475",2024,1,"0","0"
"41500U","TOTAL MITSUBISHI RETAIL (LINES 5,  16 & 17)","80475",2024,1,"19","19"
"3098U","WHOLESALE EXCHANGES - MMSCAN (Dlr Trades)","80475",2024,1,"0","0"
"3025S","Mirage (5-Door)","80475",2024,1,"43305","43305"
"5080D","Internal Labour Rate","80475",2024,1,"135","135"
"3025G","Mirage (5-Door)","80475",2024,1,"2361","2361"
"5080U","Internal Mechanical Labour","80475",2024,1,"125","125"
"3060G","TOTAL MITSUBISHI FLEET","80475",2024,1,"0","0"
"3060S","TOTAL MITSUBISHI FLEET","80475",2024,1,"0","0"
"2540D","Dividends","80475",2024,1,"0","0"
"8725D","Fixed Oper. Advertising Co-Op Credit ","80475",2024,1,"0","0"
"3099S","DISCONTINUED MODELS","80475",2024,1,"0","0"
"0978P","Technicians","80475",2024,1,"2","2"
"1450D","Used Vehicles","80475",2024,1,"416697","416697"
"1450UU","(
Cars
)","80475",2024,1,"7","7"
"1450VV","(
SUVs
)","80475",2024,1,"15","15"
"1490UU","(
Cars
)","80475",2024,1,"0","0"
"2420D","Other Notes and Contracts Payable","80475",2024,1,"1822980","1822980"
"1540D","Sublet Repairs","80475",2024,1,"20025","20025"
"11750D","Land - Auto Bus Only","80475",2024,1,"0","0"
"1750D","Land - Auto Bus Only","80475",2024,1,"0","0"
"1780D","Bldgs. & Improv.","80475",2024,1,"5196","5196"
"24000VV","(
Trucks
)","80475",2024,1,"15","15"
"24000UU","(
Cars
)","80475",2024,1,"40","40"
"11810D","Equip. P/A","80475",2024,1,"8778","8778"
"1810D","Equip. P/A","80475",2024,1,"26711","26711"
"1820D","Equip. P/A","80475",2024,1,"17933","17933"
"11830D","Furniture & 
Fixtures","80475",2024,1,"56428","56428"
"1840D","Furnitures & Fixtures","80475",2024,1,"80104","80104"
"11850D","Co. Veh.","80475",2024,1,"342","342"
"1850D","Company Vehicles","80475",2024,1,"9660","9660"
"4512G","Used Vehicles - Retail Reconditioning (CPO)","80475",2024,1,"0","0"
"395AU","JAN.","80475",2024,1,"19","19"
"396AD","JAN.","80475",2024,1,"13428","13428"
"396AU","JAN.","80475",2024,1,"0","0"
"391BU","FEB.","80475",2024,1,"0","0"
"392BU","FEB.","80475",2024,1,"0","0"
"1860D","Company Vehicles","80475",2024,1,"9318","9318"
"50002SD",NULL,"80475",2024,1,"0","0"
"50004SD",NULL,"80475",2024,1,"0","0"
"11870D","Leasehold ","80475",2024,1,"0","0"
"1870D","Leasehold","80475",2024,1,"0","0"
"1880D","Leasehold","80475",2024,1,"0","0"
"50102SD",NULL,"80475",2024,1,"0","0"
"50104SD",NULL,"80475",2024,1,"0","0"
"0992P","Technicians","80475",2024,1,"0","0"
"11890D","Other","80475",2024,1,"11619","11619"
"1730D","Other","80475",2024,1,"31014","31014"
"10011002D","Petty Cash Fund / Cash On Hand","80475",2024,1,"700","700"
"1004D","Cash in Bank - Trust Account(s)","80475",2024,1,"0","0"
"1010D","Cash in Bank","80475",2024,1,"72650","72650"
"2005D","Accounts Payable - Mitsubishi","80475",2024,1,"3768","3768"
"1020D","Contracts in Transit","80475",2024,1,"611496","611496"
"2050D","Vehicle Lien Pay-Off","80475",2024,1,"133288","133288"
"1030D","Securities","80475",2024,1,"0","0"
"2010D","Customer Deposits","80475",2024,1,"10010","10010"
"1100DOT","OVER 30 Day","80475",2024,1,"0","0"
"2111D","Used Vehicles","80475",2024,1,"942819","942819"
"1130D","Finance / Insurance Income Rec. - Current","80475",2024,1,"4512","4512"
"1140D","Service, Parts & Body Shop - Customers","80475",2024,1,"92001","92001"
"1140DOT","Over 30 days","80475",2024,1,"0","0"
"2120D","Rental / Lease Units","80475",2024,1,"0","0"
"2140D","Other Vehicles","80475",2024,1,"0","0"
"2130D","Current Portion of Long Term Debt","80475",2024,1,"100000","100000"
"1285DOF","Over 45 days","80475",2024,1,"0","0"
"22421150D","Goods and Service Tax (GST) / Harmonized Sales Tax (HST)","80475",2024,1,"3988","3988"
"2200D","Interest Payable","80475",2024,1,"0","0"
"1230D","Sales Incentive - Retail","80475",2024,1,"0","0"
"1240D","Sales Incentive - Fleet","80475",2024,1,"0","0"
"2220D","Insurance Payable","80475",2024,1,"0","0"
"1200D","Other Factory Rec. / Incentives - Mitsubishi","80475",2024,1,"31250","31250"
"2240D","Taxes Payable - Sales","80475",2024,1,"0","0"
"1260D","Pre-Delivery - Mitsubishi","80475",2024,1,"0","0"
"2250D","Taxes Payable - Income","80475",2024,1,"0","0"
"391FU","JUN.","80475",2024,1,"0","0"
"392FU","JUN.","80475",2024,1,"0","0"
"1400MCU","( Mirage )","80475",2024,1,"1","1"
"2270D","Employee Bonuses Payable","80475",2024,1,"0","0"
"1420D","New SUV - Mitsubishi","80475",2024,1,"2768260","2768260"
"1420OTU","(
Outlander
)","80475",2024,1,"23","23"
"1420PTU","(
Out.
PHEV
)","80475",2024,1,"21","21"
"1420QTU","(
Eclipse
Cross
)","80475",2024,1,"11","11"
"1420RTU","(
RVR
 )","80475",2024,1,"9","9"
"2280D","Owners' Bonuses Payable","80475",2024,1,"0","0"
"1440CU","(
Cars
 )","80475",2024,1,"0","0"
"1440D","Demonstrators","80475",2024,1,"0","0"
"1440TU","(
SUVs
 )","80475",2024,1,"0","0"
"2290D","Pension Fund Payable","80475",2024,1,"0","0"
"12000CD","SUB-TOTAL SELLING EXPS. (LINES 5 THRU 15)","80475",2024,1,"0","0"
"2410D","Notes Payable - Capital Loans","80475",2024,1,"656666","656666"
"1495UU","(
Cars
)","80475",2024,1,"33","33"
"1495VV","(
Trucks
)","80475",2024,1,"0","0"
"1500D","Parts & Accessories - Mitsubishi ","80475",2024,1,"174597","174597"
"1505D","Parts & Accessories - Tires","80475",2024,1,"100915","100915"
"8999",NULL,"80475",2024,1,"0","0"
"1510D","Parts & Accessories - Other","80475",2024,1,"22545","22545"
"800000D","(Assets Line 50 minus Liabilities Line 27)","80475",2024,1,"822308","822308"
"1610D","Prepaid Other","80475",2024,1,"355623","355623"
"2501D","Common Stock","80475",2024,1,"10","10"
"391HU","AUG.","80475",2024,1,"0","0"
"392HU","AUG.","80475",2024,1,"0","0"
"395HU","AUG.","80475",2024,1,"0","0"
"396HD","AUG.","80475",2024,1,"0","0"
"396HU","AUG.","80475",2024,1,"0","0"
"391IU","SEP.","80475",2024,1,"0","0"
"392IU","SEP.","80475",2024,1,"0","0"
"50020ST","1 - 30 Days ","80475",2024,1,"39","39"
"1680D","Lease Vehicles","80475",2024,1,"0","0"
"2502D","Preferred Stock","80475",2024,1,"0","0"
"1700D","Rental Vehicles","80475",2024,1,"0","0"
"2550D","Investments","80475",2024,1,"0","0"
"1960D","Finance / Insur. Income Receivable - Deferred","80475",2024,1,"0","0"
"1910D","Notes and Accts. Rec. - Officers / Owners / Employees","80475",2024,1,"0","0"
"1950D","Other Notes / Accounts Receivable","80475",2024,1,"0","0"
"1990D","Other Non-Automotive Assets","80475",2024,1,"199997","199997"
"8520DD","Income Tax","80475",2024,1,"0","0"
"6059DZ","NV Target","80475",2024,1,"0","0"
"6029DZ","+ / -","80475",2024,1,"822308","822308"
"2520D","Retained Earnings","80475",2024,1,"-1313850","-1313850"
"391LU","DEC.","80475",2024,1,"0","0"
"392LU","DEC.","80475",2024,1,"0","0"
"395LU","DEC.","80475",2024,1,"0","0"
"396LD","DEC.","80475",2024,1,"0","0"
"1100CD","Vehicle Accounts - Customers","80475",2024,1,"0","0"
"1100DD","Vehicle Accounts - Customers","80475",2024,1,"0","0"
"1100ED","Vehicle Accounts - Customers","80475",2024,1,"0","0"
"1100FD","Vehicle Accounts - Customers","80475",2024,1,"0","0"
"1140BD","Serv. Parts & Body Shop - Customers","80475",2024,1,"34452","34452"
"1140CD","Serv. Parts & Body Shop - Customers","80475",2024,1,"8302","8302"
"13000AD","SUB-TOTAL PERSONNEL EXPENSES (LINES 17 THRU 26)","80475",2024,1,"33782","33782"
"13000BD","SUB-TOTAL PERSONNEL EXPENSES (LINES 17 THRU 26)","80475",2024,1,"11349","11349"
"14000BD","TOTAL SEMI FIXED EXPENSE (LINES 28 THRU 48) ","80475",2024,1,"20987","20987"
"0972PZ","Apprentices","80475",2024,1,"0","0"
"0966PZ","Technicians ","80475",2024,1,"0","0"
"0965PZ","Advisors ","80475",2024,1,"0","0"
"15000BD","SUB-TOTAL OCCUPANCY (LINES 50 THRU 57","80475",2024,1,"8295","8295"
"8180D","Pension Fund","80475",2024,1,"0","0"
"10000AD","SUB-TOTAL SELLING EXPENSES (LINES 5 THRU 15)","80475",2024,1,"-25722","-25722"
"16000AD","TOTAL FIXED OVERHEAD (LINES 27, 49, 58, 59 THRU 62)","80475",2024,1,"75255","75255"
"M17000DD","Parts & Accessories","80475",2024,1,"44552","44552"
"6091DZ",NULL,"80475",2024,1,"0","0"
"6058DZ","Wholesale Credit Line","80475",2024,1,"0","0"
"34000D","TOTAL NET WORTH
(LINES 44 THRU 50 & LINE 65 MINUS 66)","80475",2024,1,"-1300412","-1300412"
"1140DD","Service, Parts & Body Shop - Customers","80475",2024,1,"-973","-973"
"17000ED","TOTAL OPERATING EXPENSES (LINE 63) ","80475",2024,1,"0","0"
"18000ED","DEPT'L OPERATING PROFIT (LINE 2 MINUS 64)","80475",2024,1,"0","0"
"2320XD","Allowance for Doubtful Accounts","80475",2024,1,"0","0"
"43000G","TOTAL F&I NEW (LINES 23 THRU 29)","80475",2024,1,"45110","45110"
"400000XS","TOTAL SALES","80475",2024,1,"1475108","1475108"
"43500XS","TOTAL NEW VEHICLE DEPT","80475",2024,1,"871685","871685"
"44700XS","TOTAL USED VEHICLE DEPT","80475",2024,1,"448420","448420"
"400000XG","TOTAL GROSS PROFIT","80475",2024,1,"237861","237861"
"44000S","TOTAL USED RETAIL (LINES 33 THRU 38)","80475",2024,1,"418402","418402"
"44000G","TOTAL USED RETAIL (LINES 33 THRU 38)","80475",2024,1,"53618","53618"
"8020D","Compensation - Sales","80475",2024,1,"31360","31360"
"44500S","TOTAL USED VEHICLES (LINES 39 THRU 42)","80475",2024,1,"418402","418402"
"8040D","Compensation - Finance","80475",2024,1,"0","0"
"44500G","TOTAL USED VEHICLES (LINES 39 THRU 42)","80475",2024,1,"53618","53618"
"45500S","TOTAL SERVICE DEPARTMENT (LINES 7 THRU 13)","80475",2024,1,"82290","82290"
"8640D","Compensation - Insurance","80475",2024,1,"0","0"
"17000AD","TOTAL OPERATING EXPENSES (LINES 16 & 63)","80475",2024,1,"49533","49533"
"8620D","Compensation - Service Contracts","80475",2024,1,"0","0"
"8190D","Demo Expense","80475",2024,1,"1328","1328"
"1280BD","Warranty Rec. / P.D.I. - Mitsubishi","80475",2024,1,"2265","2265"
"1280ED","Warranty Rec. / P.D.I. - Mitsubishi","80475",2024,1,"36964","36964"
"1280FD","Warranty Rec. / P.D.I. - Mitsubishi","80475",2024,1,"0","0"
"1230BD","Sales Incentives Retail / Fleet","80475",2024,1,"0","0"
"1230CD","Sales Incentives Retail / Fleet","80475",2024,1,"0","0"
"1230DD","Sales Incentives Retail / Fleet","80475",2024,1,"0","0"
"47000S","TOTAL P&A (LINES 16 THRU 27)","80475",2024,1,"72713","72713"
"50102SDZ","Avail. Work Bay Hrs. / Bay","80475",2024,1,"0","0"
"8050D","Floor Plan Interest","80475",2024,1,"12325","12325"
"50104SDZ","Total Bays Available","80475",2024,1,"0","0"
"50114SDZ","Efficiency (Guide 110 - 125%)","80475",2024,1,"0","0"
"8700D","Floor Plan Credits","80475",2024,1,"55788","55788"
"50002SDZ","Avail. Work Bay Hrs. / Bay","80475",2024,1,"0","0"
"8110D","Promotion","80475",2024,1,"3888","3888"
"50004SDZ","Total Bays Available","80475",2024,1,"0","0"
"8010D","Dealer Advertising Expense","80475",2024,1,"0","0"
"8650D","New / Used Vehicle Inventory Expense","80475",2024,1,"0","0"
"8663D","Company Vehicle Expense","80475",2024,1,"1023","1023"
"18000AD","DEPARTMENTAL OPERATING PROFIT (LINE 2 MINUS 64) ","80475",2024,1,"28773","28773"
"M18000BD","Used Vehicle Department","80475",2024,1,"18613","18613"
"8090D","Compensation - Supervisors","80475",2024,1,"54370","54370"
"18000DD","DEPT'L OPERATING PROFIT (LINE 2 MINUS 64)","80475",2024,1,"-21300","-21300"
"46000G","TOTAL BODY SHOP DEPT. (LINES 30 THRU 35)","80475",2024,1,"0","0"
"8630D","Other Salaries & Wages","80475",2024,1,"22755","22755"
"550P","Technicians","80475",2024,1,"2","2"
"560P","Apprentices","80475",2024,1,"2","2"
"8100D","Compensation - Clerical","80475",2024,1,"26866","26866"
"48000G","TOTAL FIXED OPERS. (LINES 14, 28 & 36)","80475",2024,1,"83226","83226"
"8310D","Membership, Dues, Publications","80475",2024,1,"698","698"
"8430D","Amortization - Leaseholds","80475",2024,1,"0","0"
"8440D","Repairs & Maintenance - Real Estate","80475",2024,1,"707","707"
"8450D","Depreciation - Buildings & Improvements","80475",2024,1,"0","0"
"8460D","Taxes - Real Estate","80475",2024,1,"0","0"
"8470D","Insurance - Buildings & Improvements","80475",2024,1,"3368","3368"
"1100BD","Vehicle Accounts - Customers","80475",2024,1,"87925","87925"
"1710D","Depreciation of Lease & Rental Units","80475",2024,1,"0","0"
"8030D","Dealer Advertising Allowance","80475",2024,1,"-1750","-1750"
"8191D","Demo Expense","80475",2024,1,"664","664"
"8422D","Rent","80475",2024,1,"7500","7500"
"2015D","Bank Overdraft","80475",2024,1,"0","0"
"8480D","Interest - Real Estate - Mortgage","80475",2024,1,"0","0"
"8490D","Heat - Light - Power - Water","80475",2024,1,"1272","1272"
"500013SDZ","Productive / Non Productive Personnel","80475",2024,1,"0","0"
"50113SDZ","Productivity (Guide 85% +) ","80475",2024,1,"0","0"
"50016SDZ","Productive / Non Productive Personnel","80475",2024,1,"0","0"
"8390D","Insurance - Other","80475",2024,1,"0","0"
"48000S","TOTAL FIXED OPERS. (LINES 14, 28 & 36)","80475",2024,1,"155003","155003"
"8400D","Taxes - Other","80475",2024,1,"0","0"
"8230D","Depreciation - Other","80475",2024,1,"0","0"
"8120D","Absentee Wages","80475",2024,1,"4747","4747"
"8130D","Payroll Taxes","80475",2024,1,"10927","10927"
"8160D","Employee Benefits","80475",2024,1,"4863","4863"
"3910U","TOTAL","80475",2024,1,"19","19"
"395CU","MAR.","80475",2024,1,"0","0"
"16000BD","TOTAL FIXED OVERHEAD (LINES 27, 49, 58, 59 THRU 62)","80475",2024,1,"40631","40631"
"500P","Owner(s)","80475",2024,1,"1","1"
"8170D","Compensation - Other Supervisor","80475",2024,1,"5105","5105"
"520P","Sales Reps.","80475",2024,1,"7","7"
"510P","Manager(s)","80475",2024,1,"4","4"
"8500D","Bonuses - Employees","80475",2024,1,"0","0"
"M18000CD","Service Department","80475",2024,1,"-32496","-32496"
"M18000DD","Parts & Accessories","80475",2024,1,"-21300","-21300"
"M18000ED","Body Shop","80475",2024,1,"0","0"
"1100D","Vehicle Accounts - Customers","80475",2024,1,"87925","87925"
"1280D","Warranty Receivables - Mitsubishi","80475",2024,1,"37382","37382"
"8660D","Company Vehicle Expense","80475",2024,1,"2622","2622"
"8210D","Other Supplies & Tools","80475",2024,1,"394","394"
"8370D","Outside Services","80475",2024,1,"10356","10356"
"8150D","Laundry & Uniforms","80475",2024,1,"2197","2197"
"8121D","Absentee Wages","80475",2024,1,"0","0"
"8122D","Absentee Wages","80475",2024,1,"0","0"
"8131D","Payroll Taxes","80475",2024,1,"3824","3824"
"8132D","Payroll Taxes","80475",2024,1,"1639","1639"
"8161D","Employee Benefits","80475",2024,1,"1204","1204"
"3022U","RVR","80475",2024,1,"2","2"
"14000ED","TOTAL SEMI-FIXED EXPENSES (LINES 28 THRU 48)","80475",2024,1,"0","0"
"8330D","Freight & Express","80475",2024,1,"0","0"
"15000DD","SUB-TOTAL OCCUPANCY (LINES 50 THRU 57)","80475",2024,1,"8342","8342"
"8200D","Office Supplies & Stationery","80475",2024,1,"1919","1919"
"15000ED","SUB-TOTAL OCCUPANCY (LINES 50 THRU 57)","80475",2024,1,"0","0"
"16000DD","TOTAL FIXED OVERHEAD (LINES 27, 49, 58, 59 THRU 62)","80475",2024,1,"44552","44552"
"8000D","Advertising (Institutional)","80475",2024,1,"19403","19403"
"16000ED","TOTAL FIXED OVERHEAD (LINES 27, 49, 58, 59 THRU 62)","80475",2024,1,"0","0"
"8340D","Charitable Donations","80475",2024,1,"0","0"
"17000DD","TOTAL OPERATING EXPENSES (LINE 63) ","80475",2024,1,"44552","44552"
"17000BD","TOTAL OPERATING EXPENSES (LINES 16 & 63)","80475",2024,1,"57716","57716"
"8290D","Travel & Entertainment","80475",2024,1,"0","0"
"40000G","TOTAL MITSUBISHI CARS RETAIL (LINES 2 THRU 4)","80475",2024,1,"2361","2361"
"45500G","TOTAL SERVICE DEPARTMENT (LINES 7 THRU 13)","80475",2024,1,"59974","59974"
"10000D","SUB-TOTAL SELLING EXPENSES (LINES 5
THRU 15)","80475",2024,1,"-8637","-8637"
"29000D","TOTAL OTHER ASSETS
(LINES 62 THRU 66)","80475",2024,1,"199997","199997"
