"account_id","english_name","dealer_code","year","month","monthly_value","yearly_value"
"6082DZ","Avg. Cost UV Mit. CPO Retailed","80475",2022,1,"0","0"
"6117DZ","% of Labour Sales Other","80475",2022,1,"0","0"
"6078DZ","UV Months Supply (Guide 1.5 months)","80475",2022,1,"8.72","8.72"
"6079DZ","UV Stock Turn (Guide >7) ","80475",2022,1,"1.38","1.38"
"8433D","Amortization - Leaseholds","80475",2022,1,"0","0"
"50001SD","# of Productive Bays","80475",2022,1,"3","3"
"8443D","Repairs & Maintenance - Real Estate","80475",2022,1,"0","0"
"8453D","Depreciation - Bldgs. & Improvements","80475",2022,1,"0","0"
"6100DZ","Overhead Absorption %","80475",2022,1,"15.69","15.69"
"50005SD","Capacity - Bay Hours Avail","80475",2022,1,"0","0"
"50103SD","Non-Productive / Other","80475",2022,1,"0","0"
"5040U","Warranty Labour - MITSUBISHI","80475",2022,1,"14","14"
"50008SD","# of Working Days ","80475",2022,1,"26","26"
"50015SD","Internal Hours Sold ","80475",2022,1,"60","60"
"570AP","Terminated YTD","80475",2022,1,"0","0"
"2100CLD","Wholesale Credit Line","80475",2022,1,"0","0"
"3000ST","Ups","80475",2022,1,"12","12"
"6060DZ","NV Units Sold Retail Per NV Sales Rep.","80475",2022,1,"1.33","1.33"
"3013ST","Sold","80475",2022,1,"0","0"
"50013SDZ","Productive / Non-Productive Personnel","80475",2022,1,"0","0"
"6158DZ","Avail. Work Bay Hrs. / Bay","80475",2022,1,"0","0"
"50003SD","Non-Productive / Other ","80475",2022,1,"0","0"
"6162DZ","Productivity (Guide 85% +)","80475",2022,1,"0","0"
"6164DZ","Efficiency (Guide 110 - 125%)","80475",2022,1,"0","0"
"6034DZ","Break Even New & Used Units ","80475",2022,1,"74.22","74.22"
"5000D","Customer Labour Rate","80475",2022,1,"122","122"
"1790D","Equip. M/S","80475",2022,1,"111898","111898"
"50006SD","Missed Service Appointments","80475",2022,1,"0","0"
"50007SD","Active Customers ","80475",2022,1,"664","664"
"6107DZ","CP Effective Rate as a % of Posted Rate","80475",2022,1,"91.48","91.48"
"6108DZ","Bay Utilization %","80475",2022,1,"0","0"
"6109DZ","Productivity (Guide 85% +)","80475",2022,1,"58.46","58.46"
"6110DZ","Efficiency (Guide 110 - 125%)","80475",2022,1,"58.46","58.46"
"50010SD","Hours Clocked ","80475",2022,1,"152","152"
"50013SD","Customer Pay Hours Sold","80475",2022,1,"84","84"
"6112DZ","% of Labour Sales CP","80475",2022,1,"56.51","56.51"
"50014SD","Warranty Hours Sold","80475",2022,1,"8","8"
"3025U","Mirage (5-Door)","80475",2022,1,"1","1"
"50012SD","Avg. Technician Wage","80475",2022,1,"20","20"
"50108SD","# of Working Days","80475",2022,1,"0","0"
"5041D","Warranty Labour Rate","80475",2022,1,"0","0"
"50105SD","Capacity - Bay Hours Avail.","80475",2022,1,"0","0"
"50030ST","1 - 30 Days","80475",2022,1,"5","5"
"50106SD","Missed Appointments","80475",2022,1,"0","0"
"6006DZ","Sales $'s per Wholesale Invoice","80475",2022,1,"53","53"
"50211SD","Tire Inventory Over 12 Mo's ($)","80475",2022,1,"0","0"
"6009DZ","Tire Inventory Over 12 Mo's (%)","80475",2022,1,"0","0"
"50110SD","Hours Clocked ","80475",2022,1,"0","0"
"5020U","Detailing","80475",2022,1,"0","0"
"50111SD","Hours Sold ","80475",2022,1,"0","0"
"6160DZ","Total Bays Available","80475",2022,1,"0","0"
"5450G","Body Shop Materials","80475",2022,1,"0","0"
"5001D","Customer Labour Rate","80475",2022,1,"0","0"
"5081D","Internal Labour Rate","80475",2022,1,"0","0"
"50040ST","0 - 3 Months ","80475",2022,1,"700","700"
"50021ST","31 - 60 Days","80475",2022,1,"9","9"
"50031ST","31 - 60 Days","80475",2022,1,"8","8"
"50041ST","4 - 6 Months","80475",2022,1,"947","947"
"50022ST","61 - 90 Days","80475",2022,1,"11","11"
"50032ST","61 - 90 Days ","80475",2022,1,"12","12"
"50042ST","7 - 12 Months ","80475",2022,1,"1700","1700"
"50023ST","Over 90 Days","80475",2022,1,"16","16"
"50033ST","Over 90 Days","80475",2022,1,"15","15"
"50043ST","12+ Months ","80475",2022,1,"2100","2100"
"50024ST","TOTAL","80475",2022,1,"42","42"
"50034ST","TOTAL","80475",2022,1,"40","40"
"50044ST","TOTAL","80475",2022,1,"5447","5447"
"50049ST","TOTAL","80475",2022,1,"391145","391145"
"6096DZ","Used to New Retail Ratio","80475",2022,1,"0","0"
"6014DZ","Sales $'s per Retail Counter Invoice","80475",2022,1,"282.78","282.78"
"6154DZ","Avail. Work Bay Hrs. / Bay","80475",2022,1,"0","0"
"6101DZ","Hours Sold per Technician","80475",2022,1,"76","76"
"6067DZ","Advertising PNVR (Dealer Retail Sales)","80475",2022,1,"41.75","41.75"
"6073DZ","Advertising PNVR (Dealer Retail Sales)","80475",2022,1,"0","0"
"6074DZ","Advertising PNVT (Dealer Target) ","80475",2022,1,"0","0"
"6098DZ","Avg. Cost UV Mit. CPO Retailed","80475",2022,1,"0","0"
"6090DZ","Avg. Cost UV Mit. CPO Retailed","80475",2022,1,"0","0"
"6144DZ","Bay Utilization %","80475",2022,1,"0","0"
"6045DZ","Break Even New & Used Units ","80475",2022,1,"74.22","74.22"
"6142DZ","CP Effective Rate","80475",2022,1,"0","0"
"6019DZ","CP Pts. : CP Labour Sls. (Inc. Tires)","80475",2022,1,"0","0"
"6141DZ","Hours per CP RO","80475",2022,1,"0","0"
"6152DZ","% of Labour Sales Internal","80475",2022,1,"0","0"
"6126DZ","Bay Utilization %","80475",2022,1,"0","0"
"6102DZ","CP Labour Sales per Technician","80475",2022,1,"4687.5","4687.5"
"6022DZ","Sales $'s per Wholesale Invoice","80475",2022,1,"0","0"
"6140DZ","CP RO Count","80475",2022,1,"0","0"
"6130DZ","% of Labour Sales CP","80475",2022,1,"56.51","56.51"
"6134DZ","% of Labour Sales Internal","80475",2022,1,"37.37","37.37"
"6127DZ","Productivity (Guide 85% +)","80475",2022,1,"58.46","58.46"
"6161DZ","Total Bays Available","80475",2022,1,"0","0"
"6155DZ","Avail. Work Bay Hrs. / Bay","80475",2022,1,"0","0"
"6113DZ","% of Labour Sales Warranty","80475",2022,1,"6.12","6.12"
"50109SD","Hours Available ","80475",2022,1,"0","0"
"18000AD","DEPARTMENTAL OPERATING PROFIT (LINE 2 MINUS 64) ","80475",2022,1,"-66959","-66959"
"18000BD","DEPARTMENTAL OPERATING PROFIT (LINE 2 MINUS 64) ","80475",2022,1,"-13181","-13181"
"2260D","Taxes Payable - Other","80475",2022,1,"-189465","-189465"
"2490D","Shareholder's Loans","80475",2022,1,"-34689","-34689"
"8160D","Employee Benefits","80475",2022,1,"-106","-106"
"8163D","Employee Benefits","80475",2022,1,"-531","-531"
"18000D","DEPARTMENTAL OPERATING PROFIT (LINE 2 MINUS 64)
","80475",2022,1,"-112131","-112131"
"6020DZ","Warranty Pts. : Warranty Labour Sales","80475",2022,1,"0","0"
"6012DZ","CP Pts. : CP Labour Sls. (Inc. Tires)","80475",2022,1,"1.31","1.31"
"6043DZ","Liquidity in Dollars","80475",2022,1,"-2253546","-2253546"
"6042DZ","Occupancy as a % of Company GP","80475",2022,1,"369.68","369.68"
"6157DZ","Productive / Non Productive Personnel","80475",2022,1,"200","200"
"6024DZ","Profit or Loss (Before Income Tax)","80475",2022,1,"-83027","-83027"
"6068DZ","Advertising PNVT (Dealer Target) ","80475",2022,1,"0","0"
"6088DZ","Used to New Retail Ratio","80475",2022,1,"1.5","1.5"
"6122DZ","CP RO Count","80475",2022,1,"76","76"
"6028DZ","Guide","80475",2022,1,"0","0"
"6072DZ","NV Units Sold Retail Per NV Sales Rep.","80475",2022,1,"0","0"
"6118DZ","Overhead Absorption %","80475",2022,1,"15.69","15.69"
"6021DZ","Sales $'s per Retail Counter Invoice","80475",2022,1,"0","0"
"6120DZ","CP Labour Sales per Technician","80475",2022,1,"4687.5","4687.5"
"6137DZ","Hours Sold per Technician","80475",2022,1,"0","0"
"6033DZ","NV Vehicle Equity or (Conversion) ","80475",2022,1,"0","0"
"6092DZ","UV Units Sold Per UV Sales Rep.","80475",2022,1,"0","0"
"6121DZ","CP Labour Sales per RO","80475",2022,1,"123.36","123.36"
"6010DZ","Gross Stock Turn","80475",2022,1,"0.55","0.55"
"6027DZ","Net Working Capital Actual","80475",2022,1,"1390710","1390710"
"6053DZ","Occupancy as a % of Company GP","80475",2022,1,"0","0"
"6136DZ","Overhead Absorption %","80475",2022,1,"0","0"
"6139DZ","CP Labour Sales per RO","80475",2022,1,"0","0"
"6017DZ","Gross Stock Turn","80475",2022,1,"0","0"
"6063DZ"," NV Months Supply (Guide 2.5 months)","80475",2022,1,"11.27","11.27"
"6135DZ","% of Labour Sales Other","80475",2022,1,"0","0"
"6011DZ","Pts. Sls. per Customer RO (Inc. Tires)","80475",2022,1,"161.78","161.78"
"6035DZ",NULL,"80475",2022,1,"-40676","-40676"
"6125DZ","CP Effective Rate as a % of Posted Rate","80475",2022,1,"91.48","91.48"
"6030DZ","Net Working Capital Ratio","80475",2022,1,"2.06","2.06"
"6138DZ","CP Labour Sales per Technician","80475",2022,1,"0","0"
"6123DZ","Hours per CP RO","80475",2022,1,"1.01","1.01"
"6044DZ","NV Vehicle Equity or (Conversion) ","80475",2022,1,"209524","209524"
"6153DZ","% of Labour Sales Other","80475",2022,1,"0","0"
"6018DZ","Pts. Sls. per Customer RO (Inc. Tires)","80475",2022,1,"0","0"
"6036DZ","% Return on Sales (Before Income Tax)","80475",2022,1,"-18.07","-18.07"
"6128DZ","Efficiency (Guide 110 - 125%)","80475",2022,1,"58.46","58.46"
"6032DZ","Liquidity in Dollars","80475",2022,1,"0","0"
"6148DZ","% of Labour Sales CP","80475",2022,1,"0","0"
"6131DZ","% of Labour Sales Warranty","80475",2022,1,"6.12","6.12"
"6046DZ","Profit or Loss (Before Income Tax)","80475",2022,1,"-42351","-42351"
"6133DZ","% of Labour Sales CPO Warranty","80475",2022,1,"0","0"
"6132DZ","% of Labour Sales DCP","80475",2022,1,"0","0"
"6023DZ","Pts. Months Supply (Guide 1.5 mos)","80475",2022,1,"-22.43","-22.43"
"6111DZ",NULL,"80475",2022,1,"0","0"
"6149DZ","% of Labour Sales Warranty","80475",2022,1,"0","0"
"6016DZ","Pts. Months Supply (Guide 1.5 mos)","80475",2022,1,"44.85","44.85"
"6065DZ",NULL,"80475",2022,1,"0","0"
"6091DZ",NULL,"80475",2022,1,"0","0"
"6084DZ","UV Units Sold Per UV Sales Rep.","80475",2022,1,"6","6"
"6002DZ","Pts. Sls. per Customer RO (Inc. Tires)","80475",2022,1,"161.78","161.78"
"6007DZ","Pts. Months Supply (Guide 1.5 mos)","80475",2022,1,"22.43","22.43"
"6008DZ","Tire Inventory Over 12 Mo's ($)","80475",2022,1,"0","0"
"6062DZ","Advertising PNVT (Dealer Target) ","80475",2022,1,"0","0"
"6106DZ","CP Effective Rate","80475",2022,1,"111.61","111.61"
"6103DZ","CP Labour Sales per RO","80475",2022,1,"123.36","123.36"
"6116DZ","% of Labour Sales Internal","80475",2022,1,"37.37","37.37"
"6026DZ","% Return on Operating Investment","80475",2022,1,"4.26","4.26"
"6076DZ"," UV Units Sold Per UV Sales Rep.","80475",2022,1,"6","6"
"6001DZ","Gross Stock Turn","80475",2022,1,"0.55","0.55"
"6058DZ","Wholesale Credit Line","80475",2022,1,"0","0"
"6031DZ","Occupancy as a % of Company GP","80475",2022,1,"369.68","369.68"
"6104DZ","CP RO Count","80475",2022,1,"76","76"
"6114DZ","% of Labour Sales DCP","80475",2022,1,"0","0"
"6077DZ","UV Units Sold Per NV & UV Sales Rep.","80475",2022,1,"1.5","1.5"
"6083DZ","Avg. Cost UV Mit. CPO in Inventory ","80475",2022,1,"0","0"
"6025DZ","% Return on Sales (Before Income Tax)","80475",2022,1,"-36.88","-36.88"
"6080DZ","Used to New Retail Ratio","80475",2022,1,"1.5","1.5"
"6061DZ","Advertising PNVR (Dealer Retail Sales)","80475",2022,1,"41.75","41.75"
"6003DZ","CP Pts. : CP Labour Sls. (Inc. Tires)","80475",2022,1,"1.31","1.31"
"6105DZ","Hours per CP RO","80475",2022,1,"1.01","1.01"
"6004DZ","Warranty Pts. : Warranty Labour Sales","80475",2022,1,"2.93","2.93"
"6156DZ","Total Bays Available","80475",2022,1,"3","3"
"6115DZ","% of Labour Sales CPO Warranty","80475",2022,1,"0","0"
"6005DZ","Sales $'s per Retail Counter Invoice","80475",2022,1,"282.78","282.78"
"6105DZ","Hours per CP RO","80475",2023,1,"1.43","1.43"
"6096DZ","Used to New Retail Ratio","80475",2023,1,"0","0"
"2570D","NET PROFIT / LOSS BEFORE INCOME TAXES  (LINES 67  LESS 68)","80475",2023,1,"443019","443019"
"40000U","TOTAL MITSUBISHI CARS RETAIL (LINES 2  THRU 4)","80475",2023,1,"3","3"
"46000U","TOTAL BODY SHOP DEPT. (LINES 30 THRU 35)","80475",2023,1,"0","0"
"6089DZ","Used Retail to Wholesale Ratio ","80475",2023,1,"0","0"
"6014DZ","Sales $'s per Retail Counter Invoice","80475",2023,1,"362.5","362.5"
"6015DZ","Sales $'s per Wholesale Invoice","80475",2023,1,"861.07","861.07"
"13000AD","SUB-TOTAL PERSONNEL EXPENSES (LINES 17 THRU 26)","80475",2023,1,"10009","10009"
"3028U","Eclipse Cross","80475",2023,1,"2","2"
"1490VV","(
SUVs
)","80475",2023,1,"0","0"
"50107SD","Active Customers","80475",2023,1,"0","0"
"50112SD","Avg. Technician Wage","80475",2023,1,"0","0"
"50101SD","# of Productive Bays ","80475",2023,1,"0","0"
"8125D","Absentee Wages","80475",2023,1,"0","0"
"8124D","Absentee Wages","80475",2023,1,"285","285"
"13000BD","SUB-TOTAL PERSONNEL EXPENSES (LINES 17 THRU 26)","80475",2023,1,"4812","4812"
"14000BD","TOTAL SEMI FIXED EXPENSE (LINES 28 THRU 48) ","80475",2023,1,"7092","7092"
"45500S","TOTAL SERVICE DEPARTMENT (LINES 7 THRU 13)","80475",2023,1,"42628","42628"
"17000AD","TOTAL OPERATING EXPENSES (LINES 16 & 63)","80475",2023,1,"93392","93392"
"1280BD","Warranty Rec. / P.D.I. - Mitsubishi","80475",2023,1,"537","537"
"3060U","TOTAL MITSUBISHI FLEET","80475",2023,1,"0","0"
"41000U","TOTAL MITSUBISHI SUV RETAIL (LINES 6 THRU 15)","80475",2023,1,"10","10"
"42000U","TOTAL MIT. NEW (LINES 18  THRU 20)","80475",2023,1,"13","13"
"3015U","Outlander","80475",2023,1,"4","4"
"3026U","Outlander PHEV","80475",2023,1,"1","1"
"50009SD","Hours Available","80475",2023,1,"832","832"
"50011SD","Hours Sold","80475",2023,1,"105","105"
"50109SD","Hours Available ","80475",2023,1,"0","0"
"8121D","Absentee Wages","80475",2023,1,"0","0"
"8122D","Absentee Wages","80475",2023,1,"0","0"
"1280CD","Warranty Rec. / P.D.I. - Mitsubishi","80475",2023,1,"0","0"
"6460U","Adjustment - Cost of Labour Sales Body Shop","80475",2023,1,"0","0"
"6460G","Adjustment - Cost of Labour Sales Body Shop","80475",2023,1,"0","0"
"6110G","Adjustment Cost of Labour Sales - Mechanical","80475",2023,1,"0","0"
"6110U","Adjustment Cost of Labour Sales - Mechanical","80475",2023,1,"0","0"
"4531G","Adjustments - Used Vehicles Inventory","80475",2023,1,"0","0"
"8002D","Advertising (Institutional)","80475",2023,1,"4762","4762"
"8001D","Advertising (Institutional)","80475",2023,1,"11318","11318"
"8005D","Advertising (Institutional) ","80475",2023,1,"0","0"
"8004D","Advertising (Institutional) ","80475",2023,1,"4762","4762"
"6067DZ","Advertising PNVR (Dealer Retail Sales)","80475",2023,1,"197.69","197.69"
"6073DZ","Advertising PNVR (Dealer Retail Sales)","80475",2023,1,"0","0"
"6074DZ","Advertising PNVT (Dealer Target) ","80475",2023,1,"0","0"
"0983P","Advisors","80475",2023,1,"0","0"
"0991P","Advisors","80475",2023,1,"0","0"
"2320XD","Allowance for Doubtful Accounts","80475",2023,1,"0","0"
"8432D","Amortization - Leaseholds","80475",2023,1,"0","0"
"8431D","Amortization - Leaseholds","80475",2023,1,"0","0"
"8434D","Amortization - Leaseholds","80475",2023,1,"0","0"
"8435D","Amortization - Leaseholds","80475",2023,1,"0","0"
"0977P","Apprentices","80475",2023,1,"2","2"
"0985P","Apprentices","80475",2023,1,"0","0"
"0993P","Apprentices","80475",2023,1,"0","0"
"392DU","APR.","80475",2023,1,"0","0"
"391DU","APR.","80475",2023,1,"0","0"
"396DU","APR.","80475",2023,1,"0","0"
"800000D","(Assets Line 50 minus Liabilities Line 27)","80475",2023,1,"1166675","1166675"
"395HU","AUG.","80475",2023,1,"0","0"
"391HU","AUG.","80475",2023,1,"0","0"
"392HU","AUG.","80475",2023,1,"0","0"
"8254D","Bad Debts","80475",2023,1,"0","0"
"8251D","Bad Debts","80475",2023,1,"0","0"
"8252D","Bad Debts","80475",2023,1,"0","0"
"8255D","Bad Debts","80475",2023,1,"0","0"
"1770D","Bldgs. & Improv.","80475",2023,1,"16713","16713"
"5210G","Body P&A RO","80475",2023,1,"0","0"
"5210S","Body P&A RO","80475",2023,1,"0","0"
"M18000ED","Body Shop","80475",2023,1,"0","0"
"5450S","Body Shop Materials","80475",2023,1,"0","0"
"8501D","Bonuses - Employees","80475",2023,1,"0","0"
"8504D","Bonuses - Employees","80475",2023,1,"0","0"
"8505D","Bonuses - Employees","80475",2023,1,"0","0"
"8502D","Bonuses - Employees","80475",2023,1,"0","0"
"8345D","Charitable Donations","80475",2023,1,"0","0"
"8342D","Charitable Donations","80475",2023,1,"0","0"
"8341D","Charitable Donations","80475",2023,1,"0","0"
"8344D","Charitable Donations","80475",2023,1,"0","0"
"3704S","Chemical / Other Income (CPO)","80475",2023,1,"0","0"
"3704G","Chemical / Other Income (CPO)","80475",2023,1,"0","0"
"3630G","Chemical / Other Income (Non CPO)","80475",2023,1,"4336","4336"
"3630S","Chemical / Other Income (Non CPO)","80475",2023,1,"6193","6193"
"3708S","Chemical / Other Income (Other Makes)","80475",2023,1,"0","0"
"3708G","Chemical / Other Income (Other Makes)","80475",2023,1,"0","0"
"3280G","Chemical Sales - New","80475",2023,1,"32993","32993"
"3280S","Chemical Sales - New","80475",2023,1,"41078","41078"
"2501D","Common Stock","80475",2023,1,"10","10"
"8662D","Company Vehicle Expense","80475",2023,1,"0","0"
"8665D","Company Vehicle Expense","80475",2023,1,"0","0"
"8661D","Company Vehicle Expense","80475",2023,1,"0","0"
"8664D","Company Vehicle Expense","80475",2023,1,"0","0"
"1850D","Company Vehicles","80475",2023,1,"9660","9660"
"1860D","Company Vehicles","80475",2023,1,"9171","9171"
"8102D","Compensation - Clerical","80475",2023,1,"402","402"
"8101D","Compensation - Clerical","80475",2023,1,"2680","2680"
"8104D","Compensation - Clerical","80475",2023,1,"402","402"
"8105D","Compensation - Clerical","80475",2023,1,"0","0"
"8041D","Compensation - Finance","80475",2023,1,"0","0"
"8042D","Compensation - Finance","80475",2023,1,"0","0"
"8040D","Compensation - Finance","80475",2023,1,"0","0"
"8640D","Compensation - Insurance","80475",2023,1,"0","0"
"8641D","Compensation - Insurance","80475",2023,1,"0","0"
"8642D","Compensation - Insurance","80475",2023,1,"0","0"
"8174D","Compensation - Other Supervisor","80475",2023,1,"0","0"
"8175D","Compensation - Other Supervisor","80475",2023,1,"0","0"
"8171D","Compensation - Other Supervisor","80475",2023,1,"0","0"
"8172D","Compensation - Other Supervisor","80475",2023,1,"0","0"
"8084D","Compensation - Owner","80475",2023,1,"329","329"
"8081D","Compensation - Owner","80475",2023,1,"767","767"
"8082D","Compensation - Owner","80475",2023,1,"329","329"
"8085D","Compensation - Owner","80475",2023,1,"0","0"
"8020D","Compensation - Sales","80475",2023,1,"22000","22000"
"8021D","Compensation - Sales","80475",2023,1,"18242","18242"
"8022D","Compensation - Sales","80475",2023,1,"3758","3758"
"8621D","Compensation - Service Contracts","80475",2023,1,"0","0"
"8622D","Compensation - Service Contracts","80475",2023,1,"0","0"
"8620D","Compensation - Service Contracts","80475",2023,1,"0","0"
"8095D","Compensation - Supervisors","80475",2023,1,"0","0"
"8094D","Compensation - Supervisors","80475",2023,1,"8541","8541"
"8091D","Compensation - Supervisors","80475",2023,1,"2865","2865"
"8092D","Compensation - Supervisors","80475",2023,1,"1942","1942"
"1020D","Contracts in Transit","80475",2023,1,"298742","298742"
"6138DZ","CP Labour Sales per Technician","80475",2023,1,"0","0"
"5216G","CPO P&A RO","80475",2023,1,"0","0"
"5216S","CPO P&A RO","80475",2023,1,"0","0"
"5216U","CPO P&A RO","80475",2023,1,"0","0"
"5011S","CPO Warranty Labour - MITSUBISHI","80475",2023,1,"0","0"
"5011G","CPO Warranty Labour - MITSUBISHI","80475",2023,1,"0","0"
"6122DZ","CP RO Count","80475",2023,1,"102","102"
"2130D","Current Portion of Long Term Debt","80475",2023,1,"0","0"
"5400S","Customer Body Shop Labour","80475",2023,1,"0","0"
"11790D","Equip. M/S","80475",2023,1,"42645","42645"
"5400G","Customer Body Shop Labour","80475",2023,1,"0","0"
"2010D","Customer Deposits","80475",2023,1,"34710","34710"
"5000G","Customer Mechanical Labour - MITSUBISHI","80475",2023,1,"14093","14093"
"5000S","Customer Mechanical Labour - MITSUBISHI","80475",2023,1,"17771","17771"
"8271D","Data Processing","80475",2023,1,"1594","1594"
"8272D","Data Processing","80475",2023,1,"158","158"
"8275D","Data Processing","80475",2023,1,"0","0"
"8274D","Data Processing","80475",2023,1,"158","158"
"5215U","DCP P&A RO","80475",2023,1,"0","0"
"5215S","DCP P&A RO","80475",2023,1,"0","0"
"5215G","DCP P&A RO","80475",2023,1,"0","0"
"3381S","DCP Service Contracts - New","80475",2023,1,"0","0"
"3381G","DCP Service Contracts - New","80475",2023,1,"0","0"
"5010S","DCP Warranty Labour - MITSUBISHI","80475",2023,1,"0","0"
"5010G","DCP Warranty Labour - MITSUBISHI","80475",2023,1,"0","0"
"8031D","Dealer Advertising Allowance","80475",2023,1,"0","0"
"1280DD","Warranty Rec. / P.D.I. - Mitsubishi","80475",2023,1,"0","0"
"8030D","Dealer Advertising Allowance","80475",2023,1,"0","0"
"8011D","Dealer Advertising Expense","80475",2023,1,"2570","2570"
"8012D","Dealer Advertising Expense","80475",2023,1,"1102","1102"
"8010D","Dealer Advertising Expense","80475",2023,1,"3672","3672"
"396LU","DEC.","80475",2023,1,"0","0"
"391LU","DEC.","80475",2023,1,"0","0"
"8062D","Delivery Expense","80475",2023,1,"225","225"
"8064D","Delivery Expense","80475",2023,1,"225","225"
"8065D","Delivery Expense","80475",2023,1,"0","0"
"8061D","Delivery Expense","80475",2023,1,"526","526"
"8190D","Demo Expense","80475",2023,1,"0","0"
"8192D","Demo Expense","80475",2023,1,"0","0"
"18000AD","DEPARTMENTAL OPERATING PROFIT (LINE 2 MINUS 64) ","80475",2023,1,"28653","28653"
"8455D","Depreciation - Bldgs. & Improvements","80475",2023,1,"0","0"
"8454D","Depreciation - Bldgs. & Improvements","80475",2023,1,"0","0"
"8452D","Depreciation - Buildings & Improvements","80475",2023,1,"0","0"
"8451D","Depreciation - Buildings & Improvements","80475",2023,1,"0","0"
"1710D","Depreciation of Lease & Rental Units","80475",2023,1,"0","0"
"8232D","Depreciation - Other","80475",2023,1,"0","0"
"8231D","Depreciation - Other","80475",2023,1,"36581","36581"
"8234D","Depreciation - Other ","80475",2023,1,"0","0"
"8235D","Depreciation - Other ","80475",2023,1,"0","0"
"18000DD","DEPT'L OPERATING PROFIT (LINE 2 MINUS 64)","80475",2023,1,"-4334","-4334"
"1280ED","Warranty Rec. / P.D.I. - Mitsubishi","80475",2023,1,"38626","38626"
"1280FD","Warranty Rec. / P.D.I. - Mitsubishi","80475",2023,1,"0","0"
"1230BD","Sales Incentives Retail / Fleet","80475",2023,1,"36860","36860"
"1430D","New Vehicles - Other Makes ","80475",2023,1,"0","0"
"18000ED","DEPT'L OPERATING PROFIT (LINE 2 MINUS 64)","80475",2023,1,"0","0"
"5020S","Detailing","80475",2023,1,"0","0"
"5020G","Detailing","80475",2023,1,"0","0"
"3099G","DISCONTINUED MODELS","80475",2023,1,"0","0"
"8161D","Employee Benefits","80475",2023,1,"1334","1334"
"8165D","Employee Benefits","80475",2023,1,"0","0"
"8164D","Employee Benefits","80475",2023,1,"666","666"
"8162D","Employee Benefits","80475",2023,1,"660","660"
"2270D","Employee Bonuses Payable","80475",2023,1,"2396","2396"
"8242D","Equipment - Repairs & Rental","80475",2023,1,"242","242"
"8241D","Equipment - Repairs & Rental","80475",2023,1,"564","564"
"8244D","Equipment - Repairs & Rental","80475",2023,1,"242","242"
"8245D","Equipment - Repairs & Rental","80475",2023,1,"0","0"
"1800D","Equip. M/S","80475",2023,1,"69425","69425"
"1820D","Equip. P/A","80475",2023,1,"15881","15881"
"1810D","Equip. P/A","80475",2023,1,"25570","25570"
"391BU","FEB.","80475",2023,1,"0","0"
"396BU","FEB.","80475",2023,1,"0","0"
"392BU","FEB.","80475",2023,1,"0","0"
"395BU","FEB.","80475",2023,1,"0","0"
"3701S","Finance Income (CPO)","80475",2023,1,"0","0"
"3310S","Finance Income - New","80475",2023,1,"0","0"
"3310G","Finance Income - New","80475",2023,1,"0","0"
"3707S","Finance Income (Non CPO)","80475",2023,1,"6982","6982"
"3707G","Finance Income (Non CPO)","80475",2023,1,"6982","6982"
"3710G","Finance Income (Other Makes)","80475",2023,1,"0","0"
"3710S","Finance Income (Other Makes)","80475",2023,1,"0","0"
"1130D","Finance / Insurance Income Rec. - Current","80475",2023,1,"1699","1699"
"1130BD","Finance / Insurance Income Rec. - Current","80475",2023,1,"1699","1699"
"1130CD","Finance / Insurance Income Rec. - Current","80475",2023,1,"0","0"
"1130ED","Finance / Insurance / Service Contracts","80475",2023,1,"0","0"
"1130DD","Finance / Insurance / Service Contracts","80475",2023,1,"0","0"
"1130FD","Finance / Insurance / Service Contracts","80475",2023,1,"0","0"
"1960D","Finance / Insur. Income Receivable - Deferred","80475",2023,1,"0","0"
"0970P","F & I Sales Reps.","80475",2023,1,"0","0"
"530P","F & I Sales Reps.","80475",2023,1,"1","1"
"0963P","F&I Sales Reps","80475",2023,1,"1","1"
"1230CD","Sales Incentives Retail / Fleet","80475",2023,1,"0","0"
"8720D","Fixed Oper. Advert. Co-Op Credit","80475",2023,1,"0","0"
"8724D","Fixed Oper. Advertising Co-Op Credit ","80475",2023,1,"0","0"
"8225D","Fixed Oper. Advertising / Promotion","80475",2023,1,"0","0"
"8224D","Fixed Oper. Advertising / Promotion","80475",2023,1,"0","0"
"1230DD","Sales Incentives Retail / Fleet","80475",2023,1,"0","0"
"47000S","TOTAL P&A (LINES 16 THRU 27)","80475",2023,1,"64698","64698"
"8701D","Floor Plan Credits","80475",2023,1,"10647","10647"
"8700D","Floor Plan Credits","80475",2023,1,"10647","10647"
"8050D","Floor Plan Interest","80475",2023,1,"0","0"
"8051D","Floor Plan Interest","80475",2023,1,"0","0"
"8052D","Floor Plan Interest","80475",2023,1,"0","0"
"8334D","Freight & Express","80475",2023,1,"0","0"
"8335D","Freight & Express","80475",2023,1,"0","0"
"8332D","Freight & Express","80475",2023,1,"0","0"
"1840D","Furnitures & Fixtures","80475",2023,1,"67479","67479"
"5280G","Gas, Oil & Grease","80475",2023,1,"2","2"
"5280U","Gas, Oil & Grease","80475",2023,1,"0","0"
"5280S","Gas, Oil & Grease","80475",2023,1,"18","18"
"22421150D","Goods and Service Tax (GST) / Harmonized Sales Tax (HST)","80475",2023,1,"53495","53495"
"8075D","Goodwill Policy","80475",2023,1,"0","0"
"8071D","Goodwill Policy","80475",2023,1,"0","0"
"8072D","Goodwill Policy","80475",2023,1,"0","0"
